fullname,raceChar,pleaSuccess,n,prop
Starr Mark M.,Non-white,0,34,0.26153846153846155
Starr Mark M.,Non-white,1,96,0.7384615384615385
Starr Mark M.,White,0,176,0.21027479091995221
Starr Mark M.,White,1,661,0.7897252090800478
Starr Nicole J.,Non-white,0,93,0.2301980198019802
Starr Nicole J.,Non-white,1,311,0.7698019801980198
Starr Nicole J.,White,0,37,0.15546218487394958
Starr Nicole J.,White,1,201,0.8445378151260504
Steenson Mary E.,Non-white,0,1,0.16666666666666666
Steenson Mary E.,Non-white,1,5,0.8333333333333334
Steenson Mary E.,White,0,2,0.4
Steenson Mary E.,White,1,3,0.6
Stephenson George,White,1,1,1
Stephenson George T.,Non-white,0,324,0.271356783919598
Stephenson George T.,Non-white,1,870,0.7286432160804021
Stephenson George T.,White,0,123,0.19339622641509435
Stephenson George T.,White,1,513,0.8066037735849056
Stevens Christina Kilbo,Non-white,0,89,0.31010452961672474
Stevens Christina Kilbo,Non-white,1,198,0.6898954703832753
Stevens Christina Kilbo,White,0,80,0.22038567493112948
Stevens Christina Kilbo,White,1,283,0.7796143250688705
Strand Elizabeth,Non-white,0,16,0.25396825396825395
Strand Elizabeth,Non-white,1,47,0.746031746031746
Strand Elizabeth,White,0,77,0.2
Strand Elizabeth,White,1,308,0.8
Strandlie Christopher J.,Non-white,0,1,0.2
Strandlie Christopher J.,Non-white,1,4,0.8
Strandlie Christopher J.,White,0,6,0.20689655172413793
Strandlie Christopher J.,White,1,23,0.7931034482758621
Stratton Laurence J.,Non-white,0,1,0.08333333333333333
Stratton Laurence J.,Non-white,1,11,0.9166666666666666
Stratton Laurence J.,White,0,2,0.125
Stratton Laurence J.,White,1,14,0.875
Street Dyanna L.,Non-white,0,51,0.22767857142857142
Street Dyanna L.,Non-white,1,173,0.7723214285714286
Street Dyanna L.,White,0,103,0.19397363465160075
Street Dyanna L.,White,1,428,0.8060263653483992
Stringer Thomas M.,Non-white,0,3,0.13636363636363635
Stringer Thomas M.,Non-white,1,19,0.8636363636363636
Stringer Thomas M.,White,0,40,0.15384615384615385
Stringer Thomas M.,White,1,220,0.8461538461538461
Stumme Rebekka Lynn,Non-white,0,2,0.14285714285714285
Stumme Rebekka Lynn,Non-white,1,12,0.8571428571428571
Stumme Rebekka Lynn,White,0,3,0.23076923076923078
Stumme Rebekka Lynn,White,1,10,0.7692307692307693
Sturino Carmaine M.,Non-white,0,2,0.13333333333333333
Sturino Carmaine M.,Non-white,1,13,0.8666666666666667
Sturino Carmaine M.,White,0,12,0.12
Sturino Carmaine M.,White,1,88,0.88
Sullivan Barry A.,Non-white,0,32,0.20253164556962025
Sullivan Barry A.,Non-white,1,126,0.7974683544303798
Sullivan Barry A.,White,0,68,0.1592505854800937
Sullivan Barry A.,White,1,359,0.8407494145199064
Sullivan Bridget A.,White,0,1,0.5
Sullivan Bridget A.,White,1,1,0.5
Sullivan David,White,1,1,1
Sullivan David P.,Non-white,0,36,0.2706766917293233
Sullivan David P.,Non-white,1,97,0.7293233082706767
Sullivan David P.,White,0,24,0.13559322033898305
Sullivan David P.,White,1,153,0.864406779661017
Sullivan Rachel C.,Non-white,0,2,0.2222222222222222
Sullivan Rachel C.,Non-white,1,7,0.7777777777777778
Sullivan Rachel C.,White,0,8,0.1509433962264151
Sullivan Rachel C.,White,1,45,0.8490566037735849
Sutherland Patrice K.,Non-white,0,63,0.23507462686567165
Sutherland Patrice K.,Non-white,1,205,0.7649253731343284
Sutherland Patrice K.,White,0,77,0.1673913043478261
Sutherland Patrice K.,White,1,383,0.8326086956521739
Swanson Stephen D,Non-white,0,1,1
Swanson Stephen D.,Non-white,0,217,0.27784891165172854
Swanson Stephen D.,Non-white,1,564,0.7221510883482715
Swanson Stephen D.,White,0,98,0.2094017094017094
Swanson Stephen D.,White,1,370,0.7905982905982906
Sweetland Heather L.,Non-white,0,94,0.29936305732484075
Sweetland Heather L.,Non-white,1,220,0.7006369426751592
Sweetland Heather L.,White,0,79,0.16024340770791076
Sweetland Heather L.,White,1,414,0.8397565922920892
Swenson Douglas G.,Non-white,0,13,0.37142857142857144
Swenson Douglas G.,Non-white,1,22,0.6285714285714286
Swenson Douglas G.,White,0,96,0.3096774193548387
Swenson Douglas G.,White,1,214,0.6903225806451613
Tarnowski Sally L.,Non-white,0,74,0.27205882352941174
Tarnowski Sally L.,Non-white,1,198,0.7279411764705882
Tarnowski Sally L.,White,0,69,0.1830238726790451
Tarnowski Sally L.,White,1,308,0.8169761273209549
Taylor Richard C.,Non-white,0,12,0.32432432432432434
Taylor Richard C.,Non-white,1,25,0.6756756756756757
Taylor Richard C.,White,0,17,0.21518987341772153
Taylor Richard C.,White,1,62,0.7848101265822784
Taylor Vicki V.,Non-white,0,7,0.1794871794871795
Taylor Vicki V.,Non-white,1,32,0.8205128205128205
Taylor Vicki V.,White,0,12,0.23529411764705882
Taylor Vicki V.,White,1,39,0.7647058823529411
TenEyck David,Non-white,0,44,0.25
TenEyck David,Non-white,1,132,0.75
TenEyck David,White,0,195,0.24344569288389514
TenEyck David,White,1,606,0.7565543071161048
TenEyck David J.,White,1,1,1
Tenney Geoffrey W.,Non-white,0,27,0.3
Tenney Geoffrey W.,Non-white,1,63,0.7
Tenney Geoffrey W.,White,0,87,0.20963855421686747
Tenney Geoffrey W.,White,1,328,0.7903614457831325
Teschendorf Mary,White,1,1,1
Theisen Mary,Non-white,0,52,0.26
Theisen Mary,Non-white,1,148,0.74
Theisen Mary,White,0,90,0.2132701421800948
Theisen Mary,White,1,332,0.7867298578199052
Thilmony Gretchen D.,Non-white,0,40,0.2702702702702703
Thilmony Gretchen D.,Non-white,1,108,0.7297297297297297
Thilmony Gretchen D.,White,0,31,0.2246376811594203
Thilmony Gretchen D.,White,1,107,0.7753623188405797
Thompson Jeffrey D.,Non-white,0,63,0.39622641509433965
Thompson Jeffrey D.,Non-white,1,96,0.6037735849056604
Thompson Jeffrey D.,White,0,129,0.2084006462035541
Thompson Jeffrey D.,White,1,490,0.7915993537964459
Thompson Michael,Non-white,0,1,1
Thompson Michael J.,Non-white,0,88,0.27936507936507937
Thompson Michael J.,Non-white,1,227,0.7206349206349206
Thompson Michael J.,White,0,115,0.2818627450980392
Thompson Michael J.,White,1,293,0.7181372549019608
Thuet William F.,Non-white,0,40,0.1702127659574468
Thuet William F.,Non-white,1,195,0.8297872340425532
Thuet William F.,White,0,80,0.149812734082397
Thuet William F.,White,1,454,0.850187265917603
Tiffany Robert D.,Non-white,0,56,0.2557077625570776
Tiffany Robert D.,Non-white,1,163,0.7442922374429224
Tiffany Robert D.,White,0,87,0.2248062015503876
Tiffany Robert D.,White,1,300,0.7751937984496124
Tilsen Judith M.,Non-white,0,309,0.29261363636363635
Tilsen Judith M.,Non-white,1,747,0.7073863636363636
Tilsen Judith M.,White,0,146,0.21921921921921922
Tilsen Judith M.,White,1,520,0.7807807807807807
Timmerman Troy G.,Non-white,0,1,0.09090909090909091
Timmerman Troy G.,Non-white,1,10,0.9090909090909091
Timmerman Troy G.,White,0,5,0.10869565217391304
Timmerman Troy G.,White,1,41,0.8913043478260869
Titus Linda S.,Non-white,0,31,0.4025974025974026
Titus Linda S.,Non-white,1,46,0.5974025974025974
Titus Linda S.,White,0,91,0.2826086956521739
Titus Linda S.,White,1,231,0.717391304347826
Trushenski Michael D.,Non-white,0,12,0.18461538461538463
Trushenski Michael D.,Non-white,1,53,0.8153846153846154
Trushenski Michael D.,White,0,47,0.17735849056603772
Trushenski Michael D.,White,1,218,0.8226415094339623
Vaa Galen,Non-white,0,129,0.35149863760217986
Vaa Galen,Non-white,1,238,0.6485013623978202
Vaa Galen,White,0,195,0.2645861601085482
Vaa Galen,White,1,542,0.7354138398914518
Vajgrt Terry S.,Non-white,0,31,0.2440944881889764
Vajgrt Terry S.,Non-white,1,96,0.7559055118110236
Vajgrt Terry S.,White,0,42,0.16600790513833993
Vajgrt Terry S.,White,1,211,0.83399209486166
Van Hon Thomas W.,Non-white,0,39,0.34513274336283184
Van Hon Thomas W.,Non-white,1,74,0.6548672566371682
Van Hon Thomas W.,White,0,82,0.30597014925373134
Van Hon Thomas W.,White,1,186,0.6940298507462687
Vandelist Mark C.,Non-white,0,22,0.2558139534883721
Vandelist Mark C.,Non-white,1,64,0.7441860465116279
Vandelist Mark C.,White,0,59,0.26339285714285715
Vandelist Mark C.,White,1,165,0.7366071428571429
"VanDeNorth, J John B.",Non-white,0,124,0.3875
"VanDeNorth, J John B.",Non-white,1,196,0.6125
"VanDeNorth, J John B.",White,0,34,0.2222222222222222
"VanDeNorth, J John B.",White,1,119,0.7777777777777778
Varco Robert B.,Non-white,0,34,0.3434343434343434
Varco Robert B.,Non-white,1,65,0.6565656565656566
Varco Robert B.,White,0,113,0.19316239316239317
Varco Robert B.,White,1,472,0.8068376068376069
Vasaly Mary R.,Non-white,0,1,0.25
Vasaly Mary R.,Non-white,1,3,0.75
Vasaly Mary R.,White,0,1,0.5
Vasaly Mary R.,White,1,1,0.5
Venne Donald J.,Non-white,0,31,0.2198581560283688
Venne Donald J.,Non-white,1,110,0.7801418439716312
Venne Donald J.,White,0,68,0.13654618473895583
Venne Donald J.,White,1,430,0.8634538152610441
Vraa Paula D.,Non-white,0,11,0.3235294117647059
Vraa Paula D.,Non-white,1,23,0.6764705882352942
Vraa Paula D.,White,0,5,0.09433962264150944
Vraa Paula D.,White,1,48,0.9056603773584906
Vuelo Sophia Y.,Non-white,0,34,0.3063063063063063
Vuelo Sophia Y.,Non-white,1,77,0.6936936936936937
Vuelo Sophia Y.,White,0,15,0.23809523809523808
Vuelo Sophia Y.,White,1,48,0.7619047619047619
Wahi Richelle M.,Non-white,0,17,0.22077922077922077
Wahi Richelle M.,Non-white,1,60,0.7792207792207793
Wahi Richelle M.,White,0,15,0.16666666666666666
Wahi Richelle M.,White,1,75,0.8333333333333334
Wahl Edward T.,Non-white,0,4,0.4444444444444444
Wahl Edward T.,Non-white,1,5,0.5555555555555556
Wahl Edward T.,White,0,1,0.3333333333333333
Wahl Edward T.,White,1,2,0.6666666666666666
Wahwassuck Korey,Non-white,0,35,0.33653846153846156
Wahwassuck Korey,Non-white,1,69,0.6634615384615384
Wahwassuck Korey,White,0,82,0.24924012158054712
Wahwassuck Korey,White,1,247,0.7507598784194529
Walker Bradley C.,Non-white,0,61,0.23193916349809887
Walker Bradley C.,Non-white,1,202,0.7680608365019012
Walker Bradley C.,White,0,134,0.18559556786703602
Walker Bradley C.,White,1,588,0.814404432132964
Walker Robert D.,Non-white,0,41,0.2971014492753623
Walker Robert D.,Non-white,1,97,0.7028985507246377
Walker Robert D.,White,0,188,0.21266968325791855
Walker Robert D.,White,1,696,0.7873303167420814
Walker William E.,Non-white,0,42,0.32061068702290074
Walker William E.,Non-white,1,89,0.6793893129770993
Walker William E.,White,0,43,0.24571428571428572
Walker William E.,White,1,132,0.7542857142857143
Wallace Katherine M.,Non-white,0,43,0.3006993006993007
Wallace Katherine M.,Non-white,1,100,0.6993006993006993
Wallace Katherine M.,White,0,41,0.15129151291512916
Wallace Katherine M.,White,1,230,0.8487084870848709
Walters Terrence M.,Non-white,0,18,0.23376623376623376
Walters Terrence M.,Non-white,1,59,0.7662337662337663
Walters Terrence M.,White,0,102,0.16267942583732056
Walters Terrence M.,White,1,525,0.8373205741626795
Wang Shan C.,Non-white,0,24,0.36363636363636365
Wang Shan C.,Non-white,1,42,0.6363636363636364
Wang Shan C.,White,0,34,0.272
Wang Shan C.,White,1,91,0.728
Warner Teresa R.,Non-white,0,264,0.3320754716981132
Warner Teresa R.,Non-white,1,531,0.6679245283018868
Warner Teresa R.,White,0,126,0.27155172413793105
Warner Teresa R.,White,1,338,0.728448275862069
Weber Dennis H.,White,0,2,0.2857142857142857
Weber Dennis H.,White,1,5,0.7142857142857143
Weiler Leonard A.,Non-white,0,39,0.35135135135135137
Weiler Leonard A.,Non-white,1,72,0.6486486486486487
Weiler Leonard A.,White,0,59,0.21299638989169675
Weiler Leonard A.,White,1,218,0.7870036101083032
Weir Kathleen A.,Non-white,0,17,0.288135593220339
Weir Kathleen A.,Non-white,1,42,0.711864406779661
Weir Kathleen A.,White,0,26,0.2549019607843137
Weir Kathleen A.,White,1,76,0.7450980392156863
Wellmann Fred W.,Non-white,0,81,0.2417910447761194
Wellmann Fred W.,Non-white,1,254,0.7582089552238805
Wellmann Fred W.,White,0,123,0.23976608187134502
Wellmann Fred W.,White,1,390,0.7602339181286549
Wentzell Michael,Non-white,0,20,0.2597402597402597
Wentzell Michael,Non-white,1,57,0.7402597402597403
Wentzell Michael,White,0,63,0.22661870503597123
Wentzell Michael,White,1,215,0.7733812949640287
Wentzell Stephen J.,Non-white,0,10,0.29411764705882354
Wentzell Stephen J.,Non-white,1,24,0.7058823529411765
Wentzell Stephen J.,White,0,20,0.28169014084507044
Wentzell Stephen J.,White,1,51,0.7183098591549296
Wermager Tim D.,Non-white,0,90,0.25069637883008355
Wermager Tim D.,Non-white,1,269,0.7493036211699164
Wermager Tim D.,White,0,115,0.21575984990619138
Wermager Tim D.,White,1,418,0.7842401500938087
Wernick Mark S.,Non-white,0,292,0.3700887198986058
Wernick Mark S.,Non-white,1,497,0.6299112801013942
Wernick Mark S.,White,0,99,0.25255102040816324
Wernick Mark S.,White,1,293,0.7474489795918368
West Sarah S.,Non-white,0,17,0.17525773195876287
West Sarah S.,Non-white,1,80,0.8247422680412371
West Sarah S.,White,0,12,0.18461538461538463
West Sarah S.,White,1,53,0.8153846153846154
Westphal Todd W.,Non-white,0,27,0.2872340425531915
Westphal Todd W.,Non-white,1,67,0.7127659574468085
Westphal Todd W.,White,0,74,0.23052959501557632
Westphal Todd W.,White,1,247,0.7694704049844237
Wetzel Antoinette C.,Non-white,0,4,0.5
Wetzel Antoinette C.,Non-white,1,4,0.5
Wetzel Antoinette C.,White,0,11,0.1864406779661017
Wetzel Antoinette C.,White,1,48,0.8135593220338984
Wexler Thomas,Non-white,0,13,0.38235294117647056
Wexler Thomas,Non-white,1,21,0.6176470588235294
Wexler Thomas,White,0,4,0.26666666666666666
Wexler Thomas,White,1,11,0.7333333333333333
Weyrens John,Non-white,0,1,0.5
Weyrens John,Non-white,1,1,0.5
Weyrens John,White,0,1,0.25
Weyrens John,White,1,3,0.75
Weyrens John J.,Non-white,0,3,0.16666666666666666
Weyrens John J.,Non-white,1,15,0.8333333333333334
Weyrens John J.,White,0,11,0.2894736842105263
Weyrens John J.,White,1,27,0.7105263157894737
Wheeler Steven D.,Non-white,0,80,0.26143790849673204
Wheeler Steven D.,Non-white,1,226,0.738562091503268
Wheeler Steven D.,White,0,58,0.22745098039215686
Wheeler Steven D.,White,1,197,0.7725490196078432
Widick Paul E.,Non-white,0,82,0.37272727272727274
Widick Paul E.,Non-white,1,138,0.6272727272727273
Widick Paul E.,White,0,115,0.22593320235756384
Widick Paul E.,White,1,394,0.7740667976424361
Wieland Lucy Ann,Non-white,0,145,0.30526315789473685
Wieland Lucy Ann,Non-white,1,330,0.6947368421052632
Wieland Lucy Ann,White,0,53,0.19272727272727272
Wieland Lucy Ann,White,1,222,0.8072727272727273
Wieners Joseph,White,1,1,1
Wieners Joseph F.,Non-white,0,96,0.3609022556390977
Wieners Joseph F.,Non-white,1,170,0.6390977443609023
Wieners Joseph F.,White,0,112,0.20817843866171004
Wieners Joseph F.,White,1,426,0.79182156133829
Wietzema Christina M.,Non-white,0,32,0.32653061224489793
Wietzema Christina M.,Non-white,1,66,0.673469387755102
Wietzema Christina M.,White,0,59,0.20344827586206896
Wietzema Christina M.,White,1,231,0.7965517241379311
Williams Charles,Non-white,1,1,1
Williamson Jodi,Non-white,0,51,0.38345864661654133
Williamson Jodi,Non-white,1,82,0.6165413533834586
Williamson Jodi,White,0,44,0.1981981981981982
Williamson Jodi,White,1,178,0.8018018018018018
Williamson Jodi L.,Non-white,0,158,0.4010152284263959
Williamson Jodi L.,Non-white,1,236,0.5989847715736041
Williamson Jodi L.,White,0,186,0.26762589928057556
Williamson Jodi L.,White,1,509,0.7323741007194244
Wilson Edward S.,Non-white,0,273,0.3253873659117998
Wilson Edward S.,Non-white,1,566,0.6746126340882003
Wilson Edward S.,White,0,106,0.22362869198312235
Wilson Edward S.,White,1,368,0.7763713080168776
Wilson James,White,0,1,0.25
Wilson James,White,1,3,0.75
Wilton Christian S.,Non-white,0,62,0.36470588235294116
Wilton Christian S.,Non-white,1,108,0.6352941176470588
Wilton Christian S.,White,0,107,0.2830687830687831
Wilton Christian S.,White,1,271,0.716931216931217
Winters Jody L.,Non-white,0,8,0.1951219512195122
Winters Jody L.,Non-white,1,33,0.8048780487804879
Winters Jody L.,White,0,27,0.18
Winters Jody L.,White,1,123,0.82
Wolf Dale A.,Non-white,0,71,0.23202614379084968
Wolf Dale A.,Non-white,1,235,0.7679738562091504
Wolf Dale A.,White,0,93,0.1785028790786948
Wolf Dale A.,White,1,428,0.8214971209213052
Wolf Gerald J.,Non-white,0,38,0.2900763358778626
Wolf Gerald J.,Non-white,1,93,0.7099236641221374
Wolf Gerald J.,White,0,63,0.2226148409893993
Wolf Gerald J.,White,1,220,0.7773851590106007
Worke Renee L.,Non-white,0,8,0.3076923076923077
Worke Renee L.,Non-white,1,18,0.6923076923076923
Worke Renee L.,White,0,22,0.20754716981132076
Worke Renee L.,White,1,84,0.7924528301886793
Wright Wilhelmina M.,Non-white,0,39,0.3786407766990291
Wright Wilhelmina M.,Non-white,1,64,0.6213592233009708
Wright Wilhelmina M.,White,0,13,0.18571428571428572
Wright Wilhelmina M.,White,1,57,0.8142857142857143
Wynn Heather,Non-white,0,12,0.21052631578947367
Wynn Heather,Non-white,1,45,0.7894736842105263
Wynn Heather,White,0,48,0.24489795918367346
Wynn Heather,White,1,148,0.7551020408163265
Yang Adam C.,Non-white,0,8,0.25
Yang Adam C.,Non-white,1,24,0.75
Yang Adam C.,White,0,3,0.1875
Yang Adam C.,White,1,13,0.8125
Yang P. Paul,Non-white,0,8,0.32
Yang P. Paul,Non-white,1,17,0.68
Yang P. Paul,White,0,4,0.36363636363636365
Yang P. Paul,White,1,7,0.6363636363636364
Yon Tamara L.,Non-white,0,164,0.36607142857142855
Yon Tamara L.,Non-white,1,284,0.6339285714285714
Yon Tamara L.,White,0,249,0.3254901960784314
Yon Tamara L.,White,1,516,0.6745098039215687
Yost LeRoy W.,Non-white,0,8,0.24242424242424243
Yost LeRoy W.,Non-white,1,25,0.7575757575757576
Yost LeRoy W.,White,0,31,0.20666666666666667
Yost LeRoy W.,White,1,119,0.7933333333333333
Young Michael A.,Non-white,0,18,0.391304347826087
Young Michael A.,Non-white,1,28,0.6086956521739131
Young Michael A.,White,0,48,0.3037974683544304
Young Michael A.,White,1,110,0.6962025316455697
Yunker Mary,Non-white,0,52,0.3291139240506329
Yunker Mary,Non-white,1,106,0.6708860759493671
Yunker Mary,White,0,170,0.23943661971830985
Yunker Mary,White,1,540,0.7605633802816901
Zimmer Tricia B.,Non-white,0,4,0.14814814814814814
Zimmer Tricia B.,Non-white,1,23,0.8518518518518519
Zimmer Tricia B.,White,0,12,0.2222222222222222
Zimmer Tricia B.,White,1,42,0.7777777777777778
Zimmerman Lloyd,Non-white,0,1,1
Zimmerman Lloyd B.,Non-white,0,46,0.4742268041237113
Zimmerman Lloyd B.,Non-white,1,51,0.5257731958762887
Zimmerman Lloyd B.,White,0,11,0.28205128205128205
Zimmerman Lloyd B.,White,1,28,0.717948717948718
Zimmerman Richard A.,Non-white,0,36,0.2857142857142857
Zimmerman Richard A.,Non-white,1,90,0.7142857142857143
Zimmerman Richard A.,White,0,182,0.25312934631432543
Zimmerman Richard A.,White,1,537,0.7468706536856745
